Freq/Type,L5,L4,L3,L2,L1,A,B,R1,R2,R3,R4,R5
1: +–[204a.3],,,,,,,,,,,,
,འདུག་,གི་,ཞར་,ལས་,ཁྱིམ་,,–[204a.3],ནས་,བྱུང་,ཞེས་,བྱའི,
1: +–[204a.4],,,,,,,,,,,,
,རིའི་,བུ་,དེ་,ལྟ་,བུའི་,,–[204a.4],ཆོས་,བཤིག་,པའི་,སྡིག་,
1: +–[204a.5],,,,,,,,,,,,
,སློང་,ལ་,ངན་,པའི་,སེམས་,,–[204a.5],བསྐྱེད་,དེ,།,_,
1: +–[204a.6],,,,,,,,,,,,
,རྟོག་,པ་,སྤྱད་,དེ་,གཞན་,,–[204a.6],གྱི་,ངན་,པ་,བཤད,
1: +–[204a.7],,,,,,,,,,,,
,ཏེ,།,_,མི་,འཇུག་,,–[204a.7],མི་,དགའོ,།,_,
1: -མལགྱི་+མལ་གྱི་,,,,,,,,,,,,
,ན་,སེམས་,ལ་,བཏགས་,པའི་,མལགྱི་,མལ་གྱི་,འབྲས་,བུ་,ཐོབ་,པར་,
1: +–[204b]–[204b.1],,,,,,,,,,,,
,ཟག་,ཏུ་,ལྟ་,བ་,ལ་,,–[204b]–[204b.1],གནས་,བརྟེན་,ཏེ,།,
1: -_+_–[204b.2],,,,,,,,,,,,
,ཏུ་,ལྟ་,བ་,དང་,།,_,_–[204b.2],སེམས་,ཅན་,དུ་,ལྟ་,
1: +–[204b.3],,,,,,,,,,,,
,།,_,དེ་,ནི་,བདག་,,–[204b.3],ཏུ་,ལྟ་,བ་,ལ་,
1: -གྲརྣོན་+གྲི་རྣོན་,,,,,,,,,,,,
,རིའི་,བུ་,གཉིས་,ན་,རལ་,གྲརྣོན་,གྲི་རྣོན་,པོས་,ལྕེ་,བཅད་,–[204b.4],
1: +–[204b.4],,,,,,,,,,,,
,རལ་,གྲི་རྣོན་,པོས་,ལྕེ་,བཅད་,,–[204b.4],ཀྱང་,སླའོ,།,_,
1: +–[204b.5],,,,,,,,,,,,
,ལྔ་,བཅུ་,དགེ་,བར་,བསྲུངས་,,–[204b.5],ན,།,_,མི་,
1: -ཤ་+ཤཱ་–[204b.6],,,,,,,,,,,,
,སེམས་,སོ,།,_,།,ཤ་,ཤཱ་–[204b.6],རིའི་,བུ་,དེའི་,ཚེ་,
1: -བརསྲུང་+བར་སྲུང་,,,,,,,,,,,,
,_,།,ཚུལ་,ཁྲིམས་,དགེ་,བརསྲུང་,བར་སྲུང་,ནུས་,ཏེ་,བཤད་,པ་,
1: -དུའངསྤྱོད་+དུའང་སྤྱོད་,,,,,,,,,,,,
,ནུས་,ཏེ་,བཤད་,པ་,བཞིན་,དུའངསྤྱོད་,དུའང་སྤྱོད་,དེ,།,_,སེམས་,
1: +–[204b.7],,,,,,,,,,,,
,_,།,དེ་,ལྟ་,བུའི་,,–[204b.7],མི་,ལ་,སོགས་,པ་,
1: +–[205a]–[205a.1],,,,,,,,,,,,
,སྤྱད་,པས་,དོན་,ཆེན་,པོ་,,–[205a]–[205a.1],གཡོས་,ཏེ,།,_,
1: -དེས་+ངེས་–[205a.2],,,,,,,,,,,,
,གྱི་,ནང་,ན་,དགེ་,སློང་,དེས་,ངེས་–[205a.2],པ་,ཡོད་,པས་,སེམས་,
1: +–[205a.3],,,,,,,,,,,,
,དང་,།,_,ཁྱིམ་,ནས་,,–[205a.3],བྱུང་,བ་,ཀུན་,ཀྱང་,
1: -ད་ཀྲུགས་+དཀྲུགས་,,,,,,,,,,,,
,–[205a.3],བྱུང་,བ་,ཀུན་,ཀྱང་,ད་ཀྲུགས་,དཀྲུགས་,བསྐྱོད་,དོ,།,_,
1: +–[205a.4],,,,,,,,,,,,
,པ་,མང་,།,_,མཁན་,,–[205a.4],པོ་,དང་,ཨཱ་,ཙརྱ་,
1: +–[205a.5],,,,,,,,,,,,
,_,།,ཆོ་,གའི་,ཆོས་,,–[205a.5],ཀྱང་,ཆོས་,བཞིན་,མི་,
1: +–[205a.6],,,,,,,,,,,,
,མུག་,རྣམས་,ཀྱིས་,ཆོས་,བཤིག་,,–[205a.6],པའི་,སྡིག་,ལས་,བསྐྱོད་,
1: -ལྟུངངོ་+ལྟུང་ངོ་,,,,,,,,,,,,
,པས་,མཐར་,ལམ་,ངན་,པར་,ལྟུངངོ་,ལྟུང་ངོ་,།,_,།,ཤཱ་,
1: +–[205a.7],,,,,,,,,,,,
,།,དགྲ་,བཅོམ་,པ་,མྱ་,,–[205a.7],ངན་,ཚོད་,ཟིན་,པ་,
1: +–[205b]–[205b.1],,,,,,,,,,,,
,_,རང་,སོ་,སོར་,རི་,,–[205b]–[205b.1],དང་,ཚལ་,སྟོང་,དབེན་,
1: -བའི་+–[205b.2]བ་,,,,,,,,,,,,
,དཔལ་,གྱི་,དགེ་,བའི་,རྩ་,བའི་,–[205b.2]བ་,ཟད་,ཟིན་,ཏེ,།,
1: -བགེགསལ་+བགེགས་–[205b.3]ལ་,,,,,,,,,,,,
,གི་,ཚེ་,དུས་,ངན་,པའི་,བགེགསལ་,བགེགས་–[205b.3]ལ་,བབ་,པ་,མཐོང་,ན་,
1: -བཀའ་+དཀའ་,,,,,,,,,,,,
,བུ་,ངའི་,ཆོས་,ལ་,དོན་,བཀའ་,དཀའ་,བ་,གཞན་,མེད་,དེ,
1: -པཇི་+པ་ཇི་,,,,,,,,,,,,
,_,།,ཁྱེད་,ལ་,སོགས་,པཇི་,པ་ཇི་,ནས་,ཀྱང་,–[205b.4],སངས་,
1: +–[205b.4],,,,,,,,,,,,
,ལ་,སོགས་,པ་ཇི་,ནས་,ཀྱང་,,–[205b.4],སངས་,རྒྱས་,ཀྱི་,ལམ་,
1: -སྐྱིདཔའི་+–[205b.5]སྐྱིད་པའི་,,,,,,,,,,,,
,ལྷ་,ཀུན་,སེམས་,འཐུན་,པར་,སྐྱིདཔའི་,–[205b.5]སྐྱིད་པའི་,ཡོ་,བྱད་,དོ་,ཅོག་,
1: -ཕུལབཅོམ་མ་+ཕུལ་བ་ཙམ་,,,,,,,,,,,,
,ནི་,གནམ་,གྱི་,ལྷས་,ཡོན་,ཕུལབཅོམ་མ་,ཕུལ་བ་ཙམ་,མི་,ཕོད་,དོ,།,
1: +–[205b.6],,,,,,,,,,,,
,ཡང་,དག་,པར་,བསླབས་,པ་,,–[205b.6],བཞིན་,དུ་,མ་,གལ་བར་སྤྱད་,
1: -གལབརསྤྱད་+གལ་བར་སྤྱད་,,,,,,,,,,,,
,པ་,–[205b.6],བཞིན་,དུ་,མ་,གལབརསྤྱད་,གལ་བར་སྤྱད་,དེ,།,_,མཆོག་,
1: +–[205b.7],,,,,,,,,,,,
,ཚུལ་,ཁྲིམས་,མནོས་,ཤིང་,ཆོས་,,–[205b.7],འདི་,ལ་,བརྩོན་,འགྲུས་,
1: -ཤ་+–[206a]–[206a.1]ཤཱ་,,,,,,,,,,,,
,ཟད་,དཀའོ,།,_,།,ཤ་,–[206a]–[206a.1]ཤཱ་,རིའི་,བུ་,ཡང་,དག་,
1: -ནསྤུ་རུཚ་ཏྲ་ད་ཀར་+ན་སྤུ་དཀར་,,,,,,,,,,,,
,གཤེགས་,པ་,འདས་,པའི་,ཕྱི་,ནསྤུ་རུཚ་ཏྲ་ད་ཀར་,ན་སྤུ་དཀར་,པོའི་,མཚན་,གྱི་,ནང་,
1: +–[206a.2],,,,,,,,,,,,
,།,_,ཆོས་,བཞིན་,དུ་,,–[206a.2],སྤྱད་,དུ་,ཟིན་,ཀྱང་,
1: -དཾག་+དག་,,,,,,,,,,,,
,།,ཤཱ་,རིའི་,བུ་,ཡང་,དཾག་,དག་,པར་,གཤེགས་,པ་,ནི་,
1: +–[206a.3],,,,,,,,,,,,
,།,_,།,ཤཱ་,རིའི་,,–[206a.3],བུ་,དགེ་,སློང་,དེ་,
1: +–[206a.4],,,,,,,,,,,,
,རིགས་,སོ,།,_,།,,–[206a.4],འདི་,སྤྱད་,དེ་,ལྷག་,
1: -_+_–[206a.5],,,,,,,,,,,,
,རིང་,དུ་,གྱོན་,ནས,།,_,_–[206a.5],དགེ་,སློང་,གོས་,ལྷན་,
1: +–[206a.6],,,,,,,,,,,,
,དེ་,ཡང་,འགྲོ་,བའི་,མི་,,–[206a.6],རིགས་,པར་,འཛིན་,ན,
1: -སླའ+སླའི,,,,,,,,,,,,
,ཞགས་,མས་,ལུས་,བཅིངས་,ཀྱང་,སླའ,སླའི,།,_,གོས་,ལྷན་,
1: +–[206a.7],,,,,,,,,,,,
,_,།,ཤཱ་,རིའི་,བུ་,,–[206a.7],གོས་,དསངས་རྒྱས་ཀྱི་མཛོད་ཀྱི་ཆོས་ཀྱི་ཡ་གེ།_,ལྷན་,པ་,
1: -བའརིགས་+བའི་རིགས་,,,,,,,,,,,,
,ནི་,སེམས་,འདི་,སྙམ་,བྱ་,བའརིགས་,བའི་རིགས་,སོ,།,_,།,
1: -བའི་+པའི་–[206b]–[206b.1],,,,,,,,,,,,
,།,_,ཕྱིར་,མི་,འོང་,བའི་,པའི་–[206b]–[206b.1],འབྲས་,བུ་,དང་,།,
1: +–[206b.2],,,,,,,,,,,,
,_,འགྱོད་,ཅིང་,འཁྲུག་,ཏུ་,,–[206b.2],མི་,གཞུག་,གོ,།,
1: -བརཟན་+བར་ཟན་,,,,,,,,,,,,
,སེམས་,མི་,ཞེན་,མི་,བསྒོ་,བརཟན་,བར་ཟན་,ཅི་,ཐོབ་,པ་,ཁྱེར་,
1: -_+_–[206b.3],,,,,,,,,,,,
,ཅིག་,ཏུ་,བཞག་,སྟེ,།,_,_–[206b.3],རྐང་,པ་,བཀྲུས་,ཏེ་,
1: +–[206b.4],,,,,,,,,,,,
,ཤེས་,དང་,།,_,བུའི་,,–[206b.4],ཤ་,སྙམ་,གྱི་,འདུ་,
1: +–[206b.5],,,,,,,,,,,,
,ཤཱ་,རིའི་,བུ་,དགེ་,སློང་,,–[206b.5],གིས་,འདི་,ལྟ་,བུའི་,
1: -པ་+ལ་,,,,,,,,,,,,
,སེམས་,མེད་,པ་,ལ་,སྤྱད་,པ་,ལ་,དེ་,ནས་,གདོད་,པ་ཟས་,
1: -བཟས་+པ་ཟས་,,,,,,,,,,,,
,སྤྱད་,ལ་,དེ་,ནས་,གདོད་,བཟས་,པ་ཟས་,ཏེ,།,_,ལུས་,
1: -ངསཟས་+ངས་ཟས་,,,,,,,,,,,,
,རིགས་,སོ,།,_,།,ངསཟས་,ངས་ཟས་,འདི་,ཐོབ་,པ་,ནི་,
1: +–[206b.6]ཀྱི་,,,,,,,,,,,,
,ཐོབ་,པ་,ནི་,སྔོན་,ཆད་,,–[206b.6]ཀྱི་,སྡུག་,བསྔལ་,བཤིག་,ལ་,
1: -ག་ཞོར་+གཞོར་,,,,,,,,,,,,
,།,_,ལུས་,ཉམས་,ཀྱང་,ག་ཞོར་,གཞོར་,ཞིང་,འགྲོ་,བ་,སྟབས་,
1: -བར་ྟན་+བརྟན་,,,,,,,,,,,,
,ཞིང་,འགྲོ་,བ་,སྟབས་,བདེ་,བར་ྟན་,བརྟན་,པའི་,ཕྱིར་,རོ,།,
1: -_+_–[206b.7],,,,,,,,,,,,
,བའི་,འབྲས་,བུ་,དང་,།,_,_–[206b.7],ཕྱིར་,མི་,འོང་,བའི་,
1: +–[207a]–[207a.1],,,,,,,,,,,,
,མངར་,རོ་,སྙམ་,དུ་,དེ་,,–[207a]–[207a.1],སྙམ་,གྱི་,སེམས་,བྱེད་,
1: +–[207a.2],,,,,,,,,,,,
,ཅིང་,ལེན་,དུ་,མི་,གནང་,,–[207a.2],ན,།,_,ཁ་,
1: -བརཐལ་+བར་ཐལ་,,,,,,,,,,,,
,ངན་,པ་,ཡང་,མི་,མཐོང་,བརཐལ་,བར་ཐལ་,བྱུང་,ཟ་,བས་,ནི་,
1: -ཤ་+–[207a.3]ཤཱ་,,,,,,,,,,,,
,གནང་,ངོ་,།,_,།,ཤ་,–[207a.3]ཤཱ་,རིའི་,བུ་,ཇི་,ལྟ་,
1: +–[207a.4],,,,,,,,,,,,
,པའི་,ར་,མདའ་,བྱ་,བ་,,–[207a.4],བཞིན་,ནོ,།,_,
1: -པསྨོན་+པ་སྨོན་,,,,,,,,,,,,
,སྟོང་,པ་,མཚན་,མ་,མེད་,པསྨོན་,པ་སྨོན་,པ་,མེད་,པར་,ཡིད་,
1: +–[207a.5],,,,,,,,,,,,
,དང་,།,_,ཕྱིར་,མི་,,–[207a.5],འོང་,བའི་,འབྲས་,བུ་,
1: +–[207a.6],,,,,,,,,,,,
,པར་,སེམས་,བསྐྱོད་,ནུས་,པའི་,,–[207a.6],མིང་,སྤྱོད་,པ་,ཞེས་,
1: +–[207a.7],,,,,,,,,,,,
,ཇི་,ལྟ་,བུར་,ཐོབ་,ཅེས་,,–[207a.7],བྱ་,བ་,དེ་,ནི་,
1: +–[207b]–[207b.1],,,,,,,,,,,,
,ལོབས་,པ་,དེའི་,མིང་,སློབ་,,–[207b]–[207b.1],པ་,སྟེ,།,_,
1: -བརཡོན་+བར་ཡོན་,,,,,,,,,,,,
,ཡོན་,བླངས་,པ་,དེའི་,དགེ་,བརཡོན་,བར་ཡོན་,བླངས་,པ་ཞེས་,བྱའོ,།,
1: -པཞེས་+པ་ཞེས་,,,,,,,,,,,,
,པ་,དེའི་,དགེ་,བར་ཡོན་,བླངས་,པཞེས་,པ་ཞེས་,བྱའོ,།,_,།,
1: -བསྙདཔའི་+བསྙད་–[207b.2]པའི་,,,,,,,,,,,,
,སྡེ,།,_,དབྱངས་,ཀྱིས་,བསྙདཔའི་,བསྙད་–[207b.2]པའི་,སྡེ,།,_,ལུང་,
1: +–[207b.3],,,,,,,,,,,,
,ན་,ཚུལ་,ཁྲིམས་,གཙང་,གདང་,,–[207b.3],བར་,གཟུང་,ནུས་,ཏེ,
1: +–[207b.4],,,,,,,,,,,,
,།,_,།,ཤཱ་,རིའི་,,–[207b.4],བུ་,ལུས་,ཀྱིས་,ཆོས་,
1: +–[207b.5],,,,,,,,,,,,
,པར་,དགེ་,བར་,དགེ་,སྦྱོང་,,–[207b.5],གི་,རབ་,ནི་,འབྲས་,
1: -_+_–[207b.6],,,,,,,,,,,,
,གཞན་,ལ་,ཡང་,ཕན,།,_,_–[207b.6],གཙང་,གདང་,བའི་,མཆོག་,
1: +–[207b.7],,,,,,,,,,,,
,སྟེ,།,_,དེ་,ཚུལ་,,–[207b.7],ཁྲིམས་,དང་,།,_,
1: +–[208a]–[208a.1],,,,,,,,,,,,
,ཡི་,གེའི་,ནང་,ན་,བཤད་,,–[208a]–[208a.1],པ་,མི་,ལ་,ལ་,
1: -ད།_སངས་རྒྱས་ཀྱི་མཛོད་ཀྱི་ཆོས་ཀྱི་ཡི་གེ།_,,,,,,,,,,,,
,མེད་,དོ,།,_,།,ད།_སངས་རྒྱས་ཀྱི་མཛོད་ཀྱི་ཆོས་ཀྱི་ཡི་གེ།_,,དཔེར་,ན་,མི་,ཞིག་,
1: +–[208a.2],,,,,,,,,,,,
,མེད་,དོ,།,_,།,,–[208a.2],མི་,ལ་,ལ་,ཞིག་,
1: +–[208a.3],,,,,,,,,,,,
,།,བདེན་,པར་,སྨྲ་,བའི་,,–[208a.3],དགེ་,སློང་,ནི་,ཆོས་,
1: +–[208a.4],,,,,,,,,,,,
,ལ་,ལ་,ཞིག་,ཚུལ་,ཁྲིམས་,,–[208a.4],འཛིན་,པ་,མི་,གཙང་,
1: -ད་ཀན་+–[208a.5]དཀན་,,,,,,,,,,,,
,དང་,།,_,སེམས་,དྲང་,ད་ཀན་,–[208a.5]དཀན་,པ་,དང་,།,_,
1: +–[208a.6],,,,,,,,,,,,
,ངན་,པ་,མང་,པོ་,བྱ་,,–[208a.6],ཞིང་,མི་,གཞན་,གྱི་,
1: +–[208a.7],,,,,,,,,,,,
,།,_,བཅོམ་,ལྡན་,འདས་,,–[208a.7],དེ་,ཙམ་,གྱི་,དུས་,
1: +–[208b]–[208b.1],,,,,,,,,,,,
,དེ་,ཙམ་,གྱི་,ཚེའི་,དགེ་,,–[208b]–[208b.1],སློང་,གིས་,ཡིད་,ཆེས་,
1: +–[208b.2],,,,,,,,,,,,
,།,དགའ་,བོ་,ཡང་,དག་,,–[208b.2],པར་,གཤེགས་,པས་,མཁྱེན་,
1: -ཁྱོདབསླད་+ཁྱོད་བསླད་,,,,,,,,,,,,
,ལ་,བཤད་,དུ་,ཟིན་,ན་,ཁྱོདབསླད་,ཁྱོད་བསླད་,ཅིང་,རྨོངས་,སུ་,རུང་,
1: -མིཆེས་+མི་ཆེས་,,,,,,,,,,,,
,གཏི་,མུག་,གིས་,ཡིད་,ཀྱང་,མིཆེས་,མི་ཆེས་,ན་,ཡིད་,ཆེས་,ཤིང་,
1: +–[208b.3],,,,,,,,,,,,
,ཤིང་,གཏི་,མུག་,གི་,ལན་,,–[208b.3],བཤད་,མི་,ནུས་,པ་,
1: +–[208b.4],,,,,,,,,,,,
,།,_,།,ཚུལ་,ཁྲིམས་,,–[208b.4],འཛིན་,ཏོ་,ཅོག་,དང་,
1: +–[208b.5],,,,,,,,,,,,
,པ་,མནོས་,སོ་,ཅོག་,ནི་,,–[208b.5],དཔག་,ཏུ་,མི་,ནུས་,
1: -སྲེདལེགས་+སྲེད་ལེགས་,,,,,,,,,,,,
,_,བཅོམ་,ལྡན་,འདས་,མི་,སྲེདལེགས་,སྲེད་ལེགས་,སོ,།,_,།,
1: -_དསངས་རྒྱས་ཀྱི་མཛོད་ཀྱི་ཚོས་ཀྱི་ཡ་གེ།_+_–[208b.6],,,,,,,,,,,,
,མོ་,དམ་,པ་,སྟེ,།,_དསངས་རྒྱས་ཀྱི་མཛོད་ཀྱི་ཚོས་ཀྱི་ཡ་གེ།_,_–[208b.6],ཤེས་,རབ་,ཅན་,སྲེད་,
1: -_+_–[208b.7],,,,,,,,,,,,
,བརྡབས་,ནས་,སོང་,སྟེ,།,_,_–[208b.7],ལམ་,ངན་,པར་,ལྷུང་,
1: +–[209a]–[209a.1],,,,,,,,,,,,
,དང་,།,_,ཤེས་,རབ་,,–[209a]–[209a.1],མེད་,པ་,དང་,།,
1: -གམོ་+གསོ་,,,,,,,,,,,,
,དཀའ་,བ་,དང་,།,_,གམོ་,གསོ་,བར་,དཀའ་,བ་,དང་,
1: -_+_–[209a.2],,,,,,,,,,,,
,དུ་,འཛིན་,པ་,དང་,།,_,_–[209a.2],ཆོ་,ག་,ཞིག་,པ་,
1: +–[209a.3],,,,,,,,,,,,
,དགེ་,སྦྱོང་,གི་,ནང་,ན་,,–[209a.3],སུན་,བྱུང་,བ་,དང་,
1: -བསླུཔ་+བསླུས་པ་,,,,,,,,,,,,
,དང་,།,_,བདུད་,ཀྱིས་,བསླུཔ་,བསླུས་པ་,དང་,།,_,མུར་,
1: +–[209a.4],,,,,,,,,,,,
,ཚིག་,ཅལ་,ཅོལ་,ལ་,སྲེད་,,–[209a.4],པ་,དང་,།,_,
1: +ཀྱི་,,,,,,,,,,,,
,པ་,དང་,།,_,བདུད་,,ཀྱི་,རྒྱུད་,དཀྲུགས་,པ་,དང་,
1: -_ད,,,,,,,,,,,,
,མདོ་,རལ་,བ་,དང་,།,_ད,,_,བདག་,ཏུ་,ལྟ་,
1: -ཞེན+ཞེ་ན,,,,,,,,,,,,
,ཁོང་,དུ་,ཆུད་,པར་,ནུས་,ཞེན,ཞེ་ན,།,_,བདེན་,པ་,
1: +–[209a.5],,,,,,,,,,,,
,།,_,བདེན་,པ་,ཡོང་,,–[209a.5],མེད་,དོ,།,_,
1: +–[209a.6],,,,,,,,,,,,
,།,_,།,ངན་,བཞིན་,,–[209a.6],པའི་,མི་,འདིས་,དགེ་,
1: +–[209a.7],,,,,,,,,,,,
,ཏོ,།,_,།,ཤིན་,,–[209a.7],ཏུ་,ཞེ་,སྡང་སྲེལ་,ཏོ,
1: -སྡངས་ྲེལ་+སྡང་སྲེལ་,,,,,,,,,,,,
,།,ཤིན་,–[209a.7],ཏུ་,ཞེ་,སྡངས་ྲེལ་,སྡང་སྲེལ་,ཏོ,།,_,།,
1: +–[209b]–[209b.1],,,,,,,,,,,,
,ལ་,རང་,གིས་,དུག་,བླུགས་,,–[209b]–[209b.1],པ་,དང་,མཚུངས,།,
1: +–[209b.2],,,,,,,,,,,,
,པར་,གཤེགས་,པ་,ལེགས་,པའི་,,–[209b.2],དོན་,ལ་,ཡིད་,མི་,
1: -སངས་རྒྱས་ཀྱི་མཛོད་ཀྱི་ཆོས་ཀྱི་ཡི་གེ།_,,,,,,,,,,,,
,སངས་,རྒྱས་,ལ་,རྟེན་,ཅིང་,སངས་རྒྱས་ཀྱི་མཛོད་ཀྱི་ཆོས་ཀྱི་ཡི་གེ།_,,རང་,–[209b.3],འཚོལ་,ཆོས་,
1: +–[209b.3],,,,,,,,,,,,
,ལ་,རྟེན་,ཅིང་,སངས་རྒྱས་ཀྱི་མཛོད་ཀྱི་ཆོས་ཀྱི་ཡི་གེ།_,རང་,,–[209b.3],འཚོལ་,ཆོས་,དེ་,ཟློག་,
1: -རྒདེ་+དེ་,,,,,,,,,,,,
,བུའི་,གླིང་,གི་,ནང་,ན་,རྒདེ་,དེ་,ལྟ་,བུའི་,མི་,གཏི་,
1: +–[209b.4],,,,,,,,,,,,
,ཅི་,དགོས,།,_,དེ་,,–[209b.4],ནས་,དགའ་,བོས་,སངས་,
1: +–[209b.5],,,,,,,,,,,,
,མིང་,བརྩོན་,འགྲུས་,གཡོ་,བ་,,–[209b.5],སྤྱོད་,ཅེས་,ཀྱང་,བྱའོ,
1: +–[209b.6],,,,,,,,,,,,
,པའི་,དོན་,ཐོབ་,པ་,ནི་,,–[209b.6],དཔག་,ཏུ་,མེད,།,
1: -བཀླགསལ་+བཀླགས་ལ་,,,,,,,,,,,,
,ཁ་,ཏོན་,དང་,།,_,བཀླགསལ་,བཀླགས་ལ་,མི་,ལ་,བསྟན་,པ་,
1: -_+_–[209b.7],,,,,,,,,,,,
,པ་,རྒྱལ་,པོ་,དང་,།,_,_–[209b.7],རྒྱལ་,པོ་,ཆེན་,པོའི་,
1: +–[210a]–[210a.1],,,,,,,,,,,,
,ཟེར་,ན,།,_,མི་,,–[210a]–[210a.1],གཞན་,ལ་,རང་,ན་,
1: +–[210a.2],,,,,,,,,,,,
,སློང་,གིས་,རང་,སྐྱེ་,ཞིང་,,–[210a.2],འཕེལ་,བ་,འཐོབ་,བོ,
1: -བཤེསརྣམས་+བཤེས་རྣམས་,,,,,,,,,,,,
,བདུད་,ངན་,པ་,དང་,གཉེན་,བཤེསརྣམས་,བཤེས་རྣམས་,ཀུན་,མྱ་,ངན་,ཆེན་,
1: +–[210a.3],,,,,,,,,,,,
,_,སྐད་,ཆེར་,ངུས་,ཏེ་,,–[210a.3],སྨྲས་,པ,།,_,
1: -ཏམིངས་+ཏ་མཱི་ངས་,,,,,,,,,,,,
,།,_,དགེ་,སྦྱོང་,གཽ་,ཏམིངས་,ཏ་མཱི་ངས་,ཤེས་,སོ,།,_,
1: +–[210a.4],,,,,,,,,,,,
,དང་,།,_,ཀློག་,པ་,,–[210a.4],འབའ་,ཞིག་,ཤེས་,པར་,
1: -ཏམིད་+ཏ་མཱི་ང་,,,,,,,,,,,,
,བྱའོ,།,_,།,གཽ་,ཏམིད་,ཏ་མཱི་ང་,ལྟར་,ལྷ་,དང་,མི་,
1: -བསྲུངསབྲན་+བསྲུངས་བྲན་,,,,,,,,,,,,
,ནང་,ན་,ཆོས་,འདི་,ལ་,བསྲུངསབྲན་,བསྲུངས་བྲན་,ཏེ་,ངའི་,སྨོན་,ལམ་,
1: +–[210a.5],,,,,,,,,,,,
,བཀག་,གོ,།,_,།,,–[210a.5],བདུད་,ཀྱིས་,བཤད་,ཟིན་,
1: +–[210a.6],,,,,,,,,,,,
,སྲ་,བ,།,_,།,,–[210a.6],དཔེ་,རུ་,རྨི་,ལམ་,
1: -ཥ་,,,,,,,,,,,,
,མཆོག་,གི་,གཞུང་,བཞིན་,མི་,ཥ་,,འགལ་,ཏེ,།,_,
1: +–[210a.7],,,,,,,,,,,,
,།,_,།,མྱ་,ངན་,,–[210a.7],འདས་,པ་,ཐོབ་,མི་,
1: -དསངས་རྒྱས་ཀྱི་མཛད་ཀྱི་ཚོས་ཀྱི་ཡི་གེ།_,,,,,,,,,,,,
,ནི་,ཁྱིམ་,ན་,འདུག་,ཕྱིར་,དསངས་རྒྱས་ཀྱི་མཛད་ཀྱི་ཚོས་ཀྱི་ཡི་གེ།_,,བཤད,།,_,།,
1: -གྱིམཆོག་+གྱི་མཆོག་,,,,,,,,,,,,
,_,།,ཐོག་,མ་,ལམ་,གྱིམཆོག་,གྱི་མཆོག་,འབྲས་,ཐོབ,།,_,
1: +–[210b]–[210b.1],,,,,,,,,,,,
,འབྲས་,ཐོབ,།,_,།,,–[210b]–[210b.1],དེ་,ནས་,དགེ་,སློང་,
1: -མམཐོང་+མ་མཐོང་,,,,,,,,,,,,
,།,ཆོས་,མཐོང་,དང་,ནི་,མམཐོང་,མ་མཐོང་,བ,།,_,།,
1: +–[210b.2],,,,,,,,,,,,
,ཅད་,ཡོད,།,_,།,,–[210b.2],ལ་,ལ་,ན་,རེ་,
1: +–[210b.3],,,,,,,,,,,,
,པར་,གྲམ,།,_,།,,–[210b.3],སེམས་,འཐུན་,ཞིང་,ནི་,
1: -དུསསུ་+དུས་སུ་,,,,,,,,,,,,
,ལྡོག་,པས,།,_,།,དུསསུ་,དུས་སུ་,བསྟན་,པའི་,ཆོས་,ཀུན་,
1: +–[210b.4],,,,,,,,,,,,
,།,_,།,དབང་,པོ་,,–[210b.4],རྟུལ་,བའི་,ཟམ་,ཆགས་,
1: -གརསྐྱེ་+གར་སྐྱེ་,,,,,,,,,,,,
,།,ཟག་,པ་,ཡོད་,པ་,གརསྐྱེ་,གར་སྐྱེ་,བཤད,།,_,།,
1: -འདུ་,,,,,,,,,,,,
,པོ་,ཚོགས་,པའི་,ནང་,དུ་,འདུ་,,འདུག,_,།,དགེ་,
1: +–[210b.5],,,,,,,,,,,,
,།,ཀུན་,ན་,རེ་,ནི་,,–[210b.5],ཤེས་,རབ་,ཡོད,།,
1: +–[210b.6],,,,,,,,,,,,
,།,ཐམས་,ཅད་,མྱ་,ངན་,,–[210b.6],འཁྲུག་,པ་,སྲེལ,།,
1: +–[210b.7],,,,,,,,,,,,
,།,_,།,ཇི་,ལྟ་,,–[210b.7],བུར་,ནི་,དེ་,རིང་,
1: -ཚེས་+ཚེ་ས་,,,,,,,,,,,,
,སྟེ,།,_,།,དེ་,ཚེས་,ཚེ་ས་,ཡི་,ལྷ་,རྣམས་,དང་,
1: +–[211a]–[211a.1],,,,,,,,,,,,
,_,།,ཡང་,དག་,གཤེགས་,,–[211a]–[211a.1],ཀྱི་,ཆོས་,སྒྲོན་,ཆེན,
1: +–[211a.2],,,,,,,,,,,,
,ཡང་,གསོད,།,_,།,,–[211a.2],སྡུག་,བསྔལ་,ཐམས་,ཅད་,
1: +–[211a.3],,,,,,,,,,,,
,_,།,བྱམས་,ཤིང་,སྙིང་,,–[211a.3],རྗེའི་,སེམས་,མེད་,པས,
1: -ད་ཀྲུགས+དཀྲུགས,,,,,,,,,,,,
,གིས་,གཅིག་,ལ་,སྐུར་,ཅིང་,ད་ཀྲུགས,དཀྲུགས,།,_,།,བདུད་,
1: -རྣམི་,,,,,,,,,,,,
,ཀྱིས་,བཀོལ་,བའི་,བདུད་,མི་,རྣམི་,,རྣམས,།,_,།,
1: -སྡངས་ངས་+སྡང་སངས་,,,,,,,,,,,,
,སེམས,།,_,།,ཞེ་,སྡངས་ངས་,སྡང་སངས་,རྒྱས་,ཆོས་,ཀྱང་,བཤིག,
1: +–[211a.4],,,,,,,,,,,,
